the_geom,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,Shelter_ID,Corner,On_Street,Cross_Stre,Longitude,Latitude,NTAName,FEMAFldz,FEMAFldT,HrcEvac
POINT (-73.88738158667016 40.76533972897774),4,Queens,403,22,35,13,14,QN04437,NW,82 ST,ASTORIA BLVD,-73.887383,40.765348,Jackson Heights,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.905279584096 40.70015574280707),4,Queens,405,34,38,18,7,QN04439,SE,MYRTLE AV,CORNELIA ST,-73.905281,40.700164,Ridgewood,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8229656081426 40.75413572944205),4,Queens,407,20,40,16,6,QN04441,NE,KISSENA BLVD,CHERRY AV,-73.822967,40.754144,Flushing-Willets Point,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.81495561097032 40.73772573185934),4,Queens,408,24,27,16,6,QN04442,SW,KISSENA BLVD,64 AV,-73.814957,40.737734,Kew Gardens Hills,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93197557277233 40.74494373514493),4,Queens,402,26,37,12,7,QN04443,NW,QUEENS BLVD,33 ST,-73.931977,40.744952,Sunnyside,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92452457600976 40.739970735518085),4,Queens,402,26,37,12,7,QN04453,NW,48 AV,GREENPOINT AV,-73.924526,40.739979,Sunnyside,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92166157708958 40.73963073526012),4,Queens,402,26,37,12,7,QN04454,NW,48 AV,44 ST,-73.921663,40.739639,Sunnyside,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.79984461749793 40.72292773424369),4,Queens,408,24,25,16,6,QN04455,SE,UNION TURNPIKE,168 ST,-73.799846,40.722936,Pomonok-Electchester-Hillcrest,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.81971661044186 40.72240273517214),4,Queens,408,24,27,14,6,QN04456,SW,MAIN ST,76 AV,-73.819718,40.722411,Kew Gardens Hills,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82539560838842 40.73536773241431),4,Queens,408,24,27,16,6,QN04457,SW,MAIN ST,GRAVETT RD,-73.825397,40.735376,Mount Hebron & Cedar Grove Cemeteries,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.842978606721 40.670332746469725),4,Queens,410,32,23,15,5,QN04458,SW,CROSS BAY BLVD,149 AV,-73.84298,40.670341,Ozone Park,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.80556361418286 40.73182773302763),4,Queens,408,24,27,16,6,QN04461,NW,JEWEL AV,164 ST,-73.805565,40.731836,Pomonok-Electchester-Hillcrest,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.76206162978961 40.71982173373209),4,Queens,412,23,29,11,5,QN04628,SW,HILLSIDE AV,202 ST,-73.762063,40.71983,Hollis,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.75809863223552 40.69918573766565),4,Queens,412,27,33,14,5,QN04631,NE,MURDOCK AV,196 ST,-73.7581,40.699194,St. Albans,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8910945850079 40.760368729879126),4,Queens,403,22,34,13,14,QN04632,SW,77 ST,30 AV,-73.891096,40.760377,Jackson Heights,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.78309662493722 40.68462074160192),4,Queens,412,28,32,10,5,QN04633,NE,GUY BREWER BLVD,FOCH BLVD,-73.783098,40.684629,Baisley Park,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.78083061924418 40.78023072250646),4,Queens,407,19,26,11,3,QN04634,NE,211 ST,23 AV,-73.780832,40.780239,Bay Terrace-Clearview,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.93924157048814 40.74972273411834),4,Queens,402,26,36,59,7,QN04636,SW,28 ST,QUEENS PLZ SOUTH,-73.939243,40.749731,Long Island City-Hunters Point,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.77309862263002 40.767853724731864),4,Queens,411,19,26,16,3,QN04892,NE,BELL BLVD,36 AV,-73.7731,40.767862,Bayside,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82564660732507 40.74288673096052),4,Queens,407,20,25,16,6,QN04897,NW,MAIN ST,HORACE HARDING EXPWY,-73.825648,40.742895,Queensboro Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90806858212612 40.72045473901264),4,Queens,405,30,37,12,6,QN04899,SE,GRAND AV,59 ST,-73.90807,40.720463,Maspeth,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.79384761829832 40.72496073362996),4,Queens,408,24,25,16,5,QN0490,SE,UNION TURNPIKE,175 ST,-73.793849,40.724969,Pomonok-Electchester-Hillcrest,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.75867162777467 40.76183872567339),4,Queens,411,19,26,16,6,QN04900,SW,NORTHERN BLVD,223 ST,-73.758673,40.761847,Bayside,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.84305560631557 40.67276774605481),4,Queens,410,32,23,15,5,QN04901,NE,CROSS BAY BLVD,PITKIN AV,-73.843057,40.672776,Ozone Park,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.9287325732197 40.76848772968247),4,Queens,401,22,36,59,14,QN04903,NE,21 ST,30 DR,-73.928734,40.768496,Old Astoria-Hallets Point,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3
POINT (-73.82891060819226 40.71454673668639),4,Queens,409,29,27,14,5,QN04904,SE,UNION TURNPIKE,QUEENS BLVD,-73.828912,40.714555,Kew Gardens,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.72746264258177 40.69048873855478),4,Queens,413,27,33,14,5,QN04905,NE,235 ST,LINDEN BLVD,-73.727464,40.690497,Cambria Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.73668963628931 40.73802672898745),4,Queens,413,23,26,11,3,QN04906,NW,UNION TURNPIKE,235 ST,-73.736691,40.738035,Bellerose,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.757879629547 40.7408707290844),4,Queens,411,23,24,11,6,QN04908,SE,73 AV,BELL BLVD,-73.757881,40.740879,Oakland Gardens-Hollis Hills,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.81509660939304 40.76555672673874),4,Queens,407,20,40,16,6,QN04909,NE,150 ST,NORTHERN BLVD,-73.815098,40.765565,Murray Hill-Broadway Flushing,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.77793762307657 40.730201732663915),4,Queens,408,23,25,16,6,QN0491,NW,UNION TURNPIKE,193 ST,-73.777939,40.73021,Fresh Meadows-Utopia,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.86481059574763 40.73127973543482),4,Queens,406,29,39,12,6,QN04910,NW,QUEENS BLVD,62 DR,-73.864812,40.731288,Rego Park,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.8498506005178 40.72405273591243),4,Queens,406,29,28,15,6,QN04913,SE,QUEENS BLVD,68 DR,-73.849852,40.724061,Forest Hills,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.75701862848689 40.749826727573584),4,Queens,411,23,25,16,6,QN04918,NE,SPRINGFIELD BLVD,HORACE HARDING EXPWY,-73.75702,40.749835,Bayside,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.75721062924768 40.74973372799813),4,Queens,411,23,25,16,6,QN04919,NW,SPRINGFIELD BLVD,HORACE HARDING EXPWY,-73.757212,40.749742,Bayside,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82284460783072 40.75818972862138),4,Queens,407,20,40,16,6,QN04920,SE,SANFORD AV,BOWNE ST,-73.822846,40.758198,Flushing-Willets Point,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8088066143041 40.720094734876525),4,Queens,408,24,27,16,6,QN04921,NE,UNION TURNPIKE,PARSONS BLVD,-73.808808,40.720103,Pomonok-Electchester-Hillcrest,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.75661863366656 40.67124174264095),4,Queens,412,27,29,14,5,QN04924,SW,SPRINGFIELD BLVD,141 AV,-73.75662,40.67125,Springfield Gardens (North)-Rochdale Village,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.83071960393863 40.76498072766989),4,Queens,407,20,40,16,6,QN04925,NE,LINDEN PL,35 AV,-73.830721,40.764989,Flushing-Willets Point,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.9063555819511 40.74586473354187),4,Queens,402,26,37,12,6,QN04927,NE,58 ST,WOODSIDE AV,-73.906357,40.745873,Woodside,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.87110859374549 40.73312273517687),4,Queens,404,25,30,12,6,QN04928,SW,HOFFMAN DR,WOODHAVEN BLVD,-73.87111,40.733131,Elmhurst,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.8715975933533 40.73315773494662),4,Queens,404,25,30,12,6,QN04929,SW,HOFFMAN DR,WOODHAVEN BLVD,-73.871599,40.733166,Elmhurst,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.87189059281 40.733168735013855),4,Queens,404,25,30,12,6,QN04930,SW,HOFFMAN DR,WOODHAVEN BLVD,-73.871892,40.733177,Elmhurst,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.80003862510026 40.59182976002087),4,Queens,414,31,31,10,5,QN04931,SE,BEACH CHANNEL DR,BEACH 71 ST,-73.80004,40.591838,Rockaway Beach-Arverne-Edgemere,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.84483660494843 40.68043674456648),4,Queens,410,32,23,15,5,QN04932,NW,WOODHAVEN BLVD,LIBERTY AV,-73.844838,40.680445,Ozone Park,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.89871958462575 40.72422773716455),4,Queens,405,30,37,12,6,QN04933,SW,GRAND AV,HAMILTON PL,-73.898721,40.724236,Maspeth,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.73644164087871 40.66568874348496),4,Queens,413,31,29,10,5,QN04934,NW,SUNRISE HWY,FRANCIS LEWIS BLVD,-73.736443,40.665697,Rosedale,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.78758862379469 40.67280174362094),4,Queens,412,28,32,10,5,QN04935,SE,ROCKAWAY BLVD,150 ST,-73.78759,40.67281,Springfield Gardens (North)-Rochdale Village,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.91744657651853 40.77007372933115),4,Queens,401,22,36,59,14,QN04936,SE,HOYT AV,31 ST,-73.917448,40.770082,Astoria (North)-Ditmars-Steinway,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.84679659888876 40.77463772548283),4,Queens,407,19,27,11,14,QN04938,NW,COLLEGE PT BLVD,26 AV,-73.846798,40.774646,College Point,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.77339262722238 40.68581674061455),4,Queens,412,27,32,10,5,QN04940,NW,MERRICK BLVD,119 AV,-73.773394,40.685825,Baisley Park,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.80321261223176 40.781584723100465),4,Queens,407,19,27,11,3,QN04941,NE,FRANCIS LEWIS BLVD,160 ST,-73.803214,40.781593,Whitestone-Beechhurst,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.87101159564043 40.70279774081381),4,Queens,405,30,38,15,7,QN04942,NW,MYRTLE AV,79 ST,-73.871013,40.702806,Glendale,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.83503360789207 40.682935743731264),4,Queens,410,32,24,15,5,QN04462,SE,LIBERTY AV,106 ST,-73.835035,40.682944,South Ozone Park,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82049961189828 40.68757074202865),4,Queens,410,28,24,15,5,QN04463,SE,LIBERTY AV,123 ST,-73.820501,40.687579,South Ozone Park,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92961457239697 40.770797729687565),4,Queens,401,22,36,59,14,QN04465,NE,30 AV,14 ST,-73.929616,40.770806,Old Astoria-Hallets Point,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3
POINT (-73.9275315733615 40.77004572999667),4,Queens,401,22,36,59,14,QN04466,NE,21 ST,30 AV,-73.927533,40.770054,Astoria (Central),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.92289257469335 40.77560772837317),4,Queens,401,22,36,59,14,QN04467,NW,21 ST,HOYT AV NORTH,-73.922894,40.775616,Astoria (North)-Ditmars-Steinway,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.83081960882569 40.68476574315188),4,Queens,410,28,24,15,5,QN04468,SE,LIBERTY AV,111 ST,-73.830821,40.684774,South Ozone Park,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85823059779932 40.73549073442498),4,Queens,406,29,35,13,6,QN04469,SE,HORACE HARDING EXPWY,99 ST,-73.858232,40.735499,Forest Hills,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.79277661871795 40.7387897309731),4,Queens,408,24,25,16,6,QN04470,SE,UTOPIA PKWY,HORACE HARDING EXPWY,-73.792778,40.738798,Fresh Meadows-Utopia,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.83514460388238 40.74570573098771),4,Queens,407,20,25,16,6,QN04472,NE,COLLEGE PT BLVD,58 RD,-73.835146,40.745714,Queensboro Hill,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3
POINT (-73.80803660992625 40.78716872177584),4,Queens,407,19,27,11,3,QN04473,NW,154 ST,CROSS ISLAND PKWY,-73.808038,40.787177,Whitestone-Beechhurst,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90916858011384 40.76106873063004),4,Queens,401,22,30,12,7,QN04474,SE,30 AV,47 ST,-73.90917,40.761077,Astoria (East)-Woodside (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.76857562922943 40.692587739340624),4,Queens,412,27,29,14,5,QN04476,NW,LINDEN BLVD,179 ST,-73.768577,40.692596,St. Albans,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.74960864012647 40.60266175652724),4,Queens,414,31,23,10,5,QN04477,NE,CORNAGA AV,MOTT AV,-73.74961,40.60267,Far Rockaway-Bayswater,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.74081163729475 40.703544735763366),4,Queens,413,27,33,14,5,QN04478,NW,MURDOCK AV,SPRINGFIELD BLVD,-73.740813,40.703553,Queens Village,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82055461184297 40.6877127418272),4,Queens,410,28,24,15,5,QN04479,NW,LIBERTY AV,124 ST,-73.820556,40.687721,South Ozone Park,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.80524361440622 40.73188573264596),4,Queens,408,24,27,16,6,QN04480,NW,164 ST,JEWEL AV,-73.805245,40.731894,Pomonok-Electchester-Hillcrest,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.80506161438866 40.73463373266151),4,Queens,408,24,27,16,6,QN04481,SW,164 ST,67 AV,-73.805063,40.734642,Pomonok-Electchester-Hillcrest,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85020760334599 40.68760074271021),4,Queens,409,32,38,15,5,QN04482,SE,ATLANTIC AV,92 ST,-73.850209,40.687609,Ozone Park (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.81872261106909 40.72047073539452),4,Queens,408,24,27,14,6,QN04484,SW,MAIN ST,77 RD,-73.818724,40.720479,Kew Gardens Hills,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.81455461164532 40.73849373202754),4,Queens,408,24,27,16,6,QN04485,SE,HORACE HARDING EXPWY,KISSENA BLVD,-73.814556,40.738502,Pomonok-Electchester-Hillcrest,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91777457846015 40.72853873766255),4,Queens,402,30,37,12,7,QN04486,NE,55 AV,50 ST,-73.917776,40.728547,Calvary & Mount Zion Cemeteries,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.91776657825983 40.738812735350336),4,Queens,402,26,37,12,7,QN04487,SW,48 ST,48 AV,-73.917768,40.738821,Sunnyside,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90766557980427 40.77407372800095),4,Queens,401,22,34,12,14,QN04488,NE,DITMARS BLVD,37 ST,-73.907667,40.774082,Astoria (North)-Ditmars-Steinway,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.86508159564409 40.734928734564484),4,Queens,404,25,35,13,6,QN04489,SW,JUNCTION BLVD,59 AV & 60 AV,-73.865083,40.734937,Elmhurst,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.8710155932963 40.732756735283836),4,Queens,404,25,30,12,6,QN04490,SW,WOODHAVEN BLVD,HOFFMAN DR,-73.871017,40.732765,Elmhurst,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.82968160466979 40.77186772616012),4,Queens,407,20,40,16,6,QN04491,SW,139 ST,28 RD,-73.829683,40.771876,Murray Hill-Broadway Flushing,AE,,3
POINT (-73.78144963022902 40.59536575867582),4,Queens,414,31,31,10,5,QN04492,NE,BEACH CHANNEL DR,BEACH 51 ST,-73.781451,40.595374,Rockaway Beach-Arverne-Edgemere,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1
POINT (-73.77493262584485 40.71465873490047),4,Queens,412,27,29,11,5,QN04493,SE,HILLSIDE AV,187 ST,-73.774934,40.714667,Hollis,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.77895462580967 40.69155073975905),4,Queens,412,27,29,14,5,QN04495,SE,MERRICK BLVD,LINDEN BLVD,-73.778956,40.691559,St. Albans,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.75295763408647 40.6943177386391),4,Queens,412,27,33,14,5,QN04496,NE,LINDEN BLVD,199 ST,-73.752959,40.694326,St. Albans,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.78707462206972 40.70794173715804),4,Queens,412,27,29,11,5,QN04497,NW,JAMAICA AV,173 ST,-73.787076,40.70795,Jamaica,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8346446061491 40.706877739069185),4,Queens,409,29,28,14,5,QN04498,SE,METROPOLITAN AV,118 ST,-73.834646,40.706886,Kew Gardens,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90054358479269 40.712383740046036),4,Queens,405,30,37,12,7,QN04499,SW,FRESH POND RD,METROPOLITAN AV,-73.900545,40.712392,Ridgewood,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.77761562322323 40.73495173132866),4,Queens,408,23,25,16,6,QN0450,NE,73 AV,195 ST,-73.777617,40.73496,Fresh Meadows-Utopia,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90434758392975 40.709304741111595),4,Queens,405,30,37,12,7,QN04500,NE,FOREST AV,GROVE ST,-73.904349,40.709313,Ridgewood,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82781360663988 40.75455472879739),4,Queens,407,20,40,16,6,QN04501,NE,MAIN ST,FRANKLIN AV,-73.827815,40.754563,Flushing-Willets Point,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92828757358603 40.757940731828086),4,Queens,401,26,36,59,7,QN04502,SE,35 AV,31 ST,-73.928289,40.757949,Astoria (Central),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.7988596181995 40.70893973714742),4,Queens,408,24,29,11,5,QN04503,NE,HILLSIDE AV,164 ST,-73.798861,40.708948,Jamaica,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92880257328507 40.75834573200575),4,Queens,401,26,36,59,7,QN04504,NW,35 AV,31 ST,-73.928804,40.758354,Astoria (Central),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.7908826232663 40.67352774369835),4,Queens,412,28,32,10,5,QN04505,NW,ROCKAWAY BLVD,147 ST,-73.790884,40.673536,Baisley Park,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.86089759972967 40.68455974377444),4,Queens,409,32,38,15,7,QN04506,SW,ATLANTIC AV,80 ST,-73.860899,40.684568,Ozone Park (North),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.94405956827781 40.75661173301104),4,Queens,401,26,36,59,7,QN04507,SE,40 AV,10 ST,-73.944061,40.75662,Queensbridge-Ravenswood-Dutch Kills,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.93538957077158 40.76116573137943),4,Queens,401,26,36,59,7,QN04508,SE,21 ST,35 AV,-73.935391,40.761174,Queensbridge-Ravenswood-Dutch Kills,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.84928060112537 40.72252373635268),4,Queens,406,29,28,15,6,QN04509,SE,YELLOWSTONE BLVD,GERARD PL,-73.849282,40.722532,Forest Hills,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.7809656223435 40.729015732478395),4,Queens,408,23,24,11,6,QN0451,SE,188 ST,UNION TURNPIKE,-73.780967,40.729024,Jamaica Estates-Holliswood,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92179157545792 40.75488573270335),4,Queens,401,26,36,12,7,QN04510,SE,35 AV,STEINWAY ST,-73.921793,40.754894,Astoria (East)-Woodside (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9223985751607 40.75534573248754),4,Queens,401,26,36,12,7,QN04511,NW,35 AV,STEINWAY ST,-73.9224,40.755354,Astoria (East)-Woodside (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9255565747612 40.75682373252664),4,Queens,401,26,36,59,14,QN04512,NW,35 AV,35 ST,-73.925558,40.756832,Astoria (Central),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.79942361284868 40.7941937203942),4,Queens,407,19,26,11,3,QN04513,NE,POWELLS COVE BLVD,162 ST,-73.799425,40.794202,Whitestone-Beechhurst,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.86769559371379 40.74202073306446),4,Queens,404,25,39,13,6,QN04514,SW,CORONA AV,JUNCTION BLVD,-73.867697,40.742029,Elmhurst,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.86721459400258 40.74223873279593),4,Queens,404,21,39,13,14,QN04515,NE,CORONA AV,JUNCTION BLVD,-73.867216,40.742247,Corona,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.87493359117758 40.741655733681796),4,Queens,404,25,39,12,6,QN04516,NE,CORONA AV,90 ST,-73.874935,40.741664,Elmhurst,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.81901761300169 40.6917587412845),4,Queens,409,28,24,15,5,QN04517,SE,127 ST,101 AV,-73.819019,40.691767,South Richmond Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94339156977327 40.75166473391688),4,Queens,402,26,36,59,7,QN04519,SW,QUEENS PLZ SOUTH,22 ST,-73.943393,40.751673,Long Island City-Hunters Point,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.88950858717595 40.739316734623145),4,Queens,404,25,30,12,6,QN04521,NE,QUEENS BLVD,74 ST,-73.88951,40.739325,Elmhurst,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.88256058973542 40.737494734266946),4,Queens,404,25,30,12,6,QN04522,SE,QUEENS BLVD,51 AV,-73.882562,40.737503,Elmhurst,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.87482159396146 40.702498741178246),4,Queens,405,30,38,15,7,QN04523,NW,MYRTLE AV,74 ST,-73.874823,40.702507,Glendale,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89619658506358 40.7461847333856),4,Queens,402,26,30,12,6,QN04524,SE,69 ST,ROOSEVELT AV,-73.896198,40.746193,Woodside,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8156216137705 40.689463741229474),4,Queens,410,28,24,15,5,QN04525,SW,LIBERTY AV,130 ST,-73.815623,40.689472,South Ozone Park,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9322375726364 40.7520647333268),4,Queens,401,26,36,59,7,QN04526,NW,NORTHERN BLVD,39 AV,-73.932239,40.752073,Queensbridge-Ravenswood-Dutch Kills,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.94714056756712 40.75627873310624),4,Queens,401,26,36,59,7,QN04529,SE,41 AV,VERNON BLVD,-73.947142,40.756287,Queensbridge-Ravenswood-Dutch Kills,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.91416257856824 40.75345173259341),4,Queens,401,26,37,12,7,QN04530,SE,NORTHERN BLVD,48 ST,-73.914164,40.75346,Sunnyside Yards (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.80945462204201 40.587660761062224),4,Queens,414,32,23,10,5,QN04531,SE,ROCKAWAY BEACH BLVD,BEACH 84 ST,-73.809456,40.587669,Rockaway Beach-Arverne-Edgemere,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.82353761762953 40.583850762341584),4,Queens,414,32,23,10,5,QN04533,NW,ROCKAWAY BEACH BLVD,BEACH 102 ST,-73.823539,40.583859,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.85693459485263 40.78533172405948),4,Queens,407,19,27,11,14,QN04536,SW,110 ST,14 AV,-73.856936,40.78534,College Point,AE,,2
POINT (-73.81837760899161 40.76146372789656),4,Queens,407,20,40,16,6,QN04538,NW,41 AV,147 ST,-73.818379,40.761472,Murray Hill-Broadway Flushing,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8212326076021 40.76053672767936),4,Queens,407,20,40,16,6,QN04539,SE,41 AV,PARSONS BLVD,-73.821234,40.760545,Murray Hill-Broadway Flushing,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82194460764192 40.760498727643245),4,Queens,407,20,40,16,6,QN04540,NW,41 AV,PARSONS BLVD,-73.821946,40.760507,Flushing-Willets Point,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.83412960343267 40.77132272629448),4,Queens,407,19,27,11,14,QN04541,NW,WHITESTONE EXPWY,LINDEN PL,-73.834131,40.771331,College Point,AE,,2
POINT (-73.89525158667996 40.726264737355585),4,Queens,405,30,30,12,6,QN04542,NE,69 ST,GRAND AV,-73.895253,40.726273,Maspeth,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89733558525873 40.72493173756688),4,Queens,405,30,37,12,6,QN04544,NW,GRAND AV,QUEENS MIDTOWN EXPWY,-73.897337,40.72494,Maspeth,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88084758980165 40.735744734652656),4,Queens,404,25,30,12,6,QN04545,SW,GRAND AV,GOLDSMITH ST,-73.880849,40.735753,Elmhurst,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.80876361279365 40.73886273202073),4,Queens,407,20,25,16,6,QN04546,NW,HORACE HARDING EXPWY,160 ST,-73.808765,40.738871,Queensboro Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9139775777066 40.765268730436524),4,Queens,401,22,36,59,14,QN04547,SW,STEINWAY ST,28 AV,-73.913979,40.765277,Astoria (Central),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91738457680827 40.761098731145026),4,Queens,401,22,36,12,14,QN04548,SW,STEINWAY ST,31 AV,-73.917386,40.761107,Astoria (East)-Woodside (North),X,AREA OF MINIMAL FLOOD HAZARD,
